username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
RicZar,755974477343850496,2018-02-01 00:58:39,In Washington you have to ask-are you a Dem insurent or Civil Servant -: Trump asked Rosenstein if he was 'on my te... https://t.co/VecXXDNxEN,0,None,1430,2832,0.0,0.0
JazzieeB,3134247289,2018-02-01 00:58:39,@Arightside You're wrong Armstrong. Donald Trump is a pathetic human being. He stoked racial fears to become presid... https://t.co/JGaQx0kanW,0,None,306,1085,-0.5,0.6666666666666666
Bethlehem CTA,2740784237,2018-02-01 00:58:39,RT @edvotes: In their first year Trump/DeVos wanted to cut vocational education by 15 percent. So now they support it? Prove it with your b...,32,None,208,105,0.275,0.3666666666666667
Dana Timmons,2152298989,2018-02-01 00:58:39,"RT @EdKrassen: How's this for crowdsize?
Viewership of Trump's State of the Union Address trailed Obama's #SOTU by 8 million viewers!

8 MI...",490,SOTU,1253,4882,0.0,0.0
Scott Dworkin,14247236,2018-02-01 00:58:39,"RT @funder: ""Donald Trump sexually assaulted over 20 women"" is being projected on to Trump's DC Hotel

#StateOfTheDream #TrumpSexProbe #SOT...",6857,StateOfTheDream,293407,41771,0.5,0.8333333333333334
My Lovey Boy,756601776841908225,2018-02-01 00:58:39,RT @PreetBharara: Also Trump never considered removing Mueller https://t.co/MvNl60irAT,2371,None,1345,2227,0.0,0.0
Lynn Ischay,345028510,2018-02-01 00:58:39,"RT @krassenstein: BREAKING: Russian News Outlet TASS reports that the Russian Spy Chief, Sergey Naryshkin, who is under US sanctions, enter...",12208,None,713,670,0.0,0.0
Carcosa Tourism,20892272,2018-02-01 00:58:39,"RT @EdKrassen: YUGE! A Russian run FB page, heavily promoted by troll accounts has been promoting Trey Gowdy as a replacement for AG Jeff S...",1554,None,2021,3947,-0.1,0.25
Mark Simpson,1460707248,2018-02-01 00:58:39,RT @HuffPost: Trump's first State of the Union address was...,9000,None,2626,2388,0.25,0.3333333333333333
Leila Soto,3309134509,2018-02-01 00:58:39,RT @nowthisnews: President Trump's State of the Union address had one false statement every 4.5 minutes https://t.co/hRWB1NWWvJ,2941,None,72,120,-0.4000000000000001,0.6
Soonerdude101,939838553411997701,2018-02-01 00:58:39,"RT @pollsofpolitics: Are you happy with the way things are going in America under #Trump's presidency??
Vote and retweet to spread poll!! E...",220,Trump,98,429,1.0,1.0
Milace McNair,817560003867385856,2018-02-01 00:58:39,RT @ChiCityPam: @RVAwonk @SenateGOP &amp; @HouseGOP #Trump's refusal to comply with the rule of law is unacceptable. What immediate actions are...,12,Trump,118,217,0.0,0.0
IAH — ∞time - J♡,463908083,2018-02-01 00:58:39,"RT @renato_mariotti: On Friday, I wrote a piece in @POLITICOMag analyzing the obstruction case that Mueller could make against Trump. It's...",75,None,980,1190,0.0,0.0
Freedom,1708103767,2018-02-01 00:58:39,"RT @KNALO7: I see from the relieved republican tweets, Trump did good at reading what someone else wrote. And the polls are saying he did g...",4,None,1162,988,0.7,0.6000000000000001
Emily Proffitt,18611469,2018-02-01 00:58:39,"RT @MarshallCohen: BREAKING: Peter Strzok, the FBI agent accused by GOP of having ""treasonous"" anti-Trump bias, supported re-opening the Cl...",5470,None,109,499,0.0,0.0
Morgan,834393859815829504,2018-02-01 00:58:39,"RT @crookedmedia: Joe Kennedy reminded Democrats that even in his most polished form, at the State of the Union, Trump is still a politicia...",14,None,97,303,0.5,0.5
KelliRyanLOLidlolady,869627670564229120,2018-02-01 00:58:39,RT @Guinz: @chelseahandler It's fucking batshit this isn't on the front page of every newspaper: DEFYING AN OVERWHELMING BIPARTISAN CONGRES...,28,None,730,1390,-0.04999999999999999,0.9
Chrome,84329913,2018-02-01 00:58:39,"RT @EdKrassen: YUGE! A Russian run FB page, heavily promoted by troll accounts has been promoting Trey Gowdy as a replacement for AG Jeff S...",1554,None,431,308,-0.1,0.25
Damon Foster,2500194599,2018-02-01 00:58:39,RT @sahilkapur: FBI Director Christopher Wray has told the White House he opposes release of the GOP memo because it contains inaccurate in...,8466,None,772,2908,0.0,0.0
Bryon Letterman 🗯️,25602001,2018-02-01 00:58:39,"@sheryl_monk @frosty121b @ShyToad @MoElleithee @POTUS The liberal conundrum:

""We don't need guns because of the go... https://t.co/kgP3fKAHbI",0,None,375,1049,0.0,0.0
Coleman Ranahan,14213905,2018-02-01 00:58:39,I need convincing not to respond to someone's FB Trump related post. HELP.,0,None,676,777,0.25,0.7
Mandy Kilpatrick,775560946412457984,2018-02-01 00:58:39,"RT @MplsMe: A real leader brings people together. Trump divides people. We desperately need a real leader.
Read Joe Kennedy's full Democrat...",52,None,1498,2562,0.037500000000000006,0.5375000000000001
Addy Berger,891272017726636032,2018-02-01 00:58:39,"RT @DEADLINE: Alyssa Milano's #StateOfTheDream Champions Immigration, Equality, Resistance During Trump's SOTU https://t.co/umvXDYoHwV http...",98,StateOfTheDream,781,727,0.0,0.0
David Turner,776396653737734144,2018-02-01 00:58:39,"RT @krassenstein: Whoever leaked this new Rod Rosenstein story, in which Trump asked if he was ""on my team,"" did so in brilliant fashion....",1040,None,670,1067,0.5181818181818182,0.7272727272727273
T. Beaumont,759839343208910848,2018-02-01 00:58:39,"RT @dmcc1957: @funder Trump believes the US government,  is a subsidiary of his corrupt organization,  and can demand complete loyalty.",3,None,1472,148,-0.2,0.7
Vermont Foodies Resistance,1539616603,2018-02-01 00:58:39,"RT @votevets: Dreamers have already passed background checks, paid fees, attended college, and served in the military. Now Trump says they'...",470,None,1361,5001,-0.1,0.1
Guillermo Fernandez,59798655,2018-02-01 00:58:39,"RT @RBReich: Trump says ""America is open to business"" from around the world, but closed to immigrants. Yet America was built largely by our...",247,None,88,640,0.03809523809523809,0.3428571428571428
Barbara Battaglia,300296030,2018-02-01 00:58:39,RT @Rosie: #OBAMA&gt;trump https://t.co/rNY0nhQrYV,236,OBAMA,58,144,0.0,0.0
Elizabeth,843539360045719552,2018-02-01 00:58:39,"RT @SusResister: I just got word, Trump is now planning to ask Jeff Sessions to prosecute a special counsel who is investigating his admini...",608,None,291,449,0.35714285714285715,0.5714285714285714
bearded crank,174473350,2018-02-01 00:58:38,"@Phil_Mattingly Trump got rocked in VA and AL, conventionally.",0,None,440,4314,-0.14285714285714285,0.35714285714285715
Saconi12,93096478,2018-02-01 00:58:38,"RT @Education4Libs: ""Americans are DREAMERS too.""

16 civilians were personally honored during the State of the Union Address. 

Donald Tru...",389,None,8324,8363,0.0,0.3
grannynanny,824298716710445057,2018-02-01 00:58:38,"RT @EJDionne: Fall River, where I grew up, shaped who I am and what I believe. In my home town, ""solidarity"" is a living, breathing concept...",34,None,753,700,0.0,0.0
Amos Moses,779112394391851009,2018-02-01 00:58:38,"RT @mitchellvii: RED TSUNAMI 2018! YourVoice America (1/31) ""Trump Soars in SOTU!"" https://t.co/p83aYcr0LU",27,None,3491,3456,0.0,0.0
Willie C,18067164,2018-02-01 00:58:38,RT @dbongino: It's becoming clearer by the day that the Trump team was set up &amp; that the the Obama admin reverse-engineered an investigativ...,1865,None,1819,1672,0.45,0.8500000000000001
Kimberly,45420670,2018-02-01 00:58:38,RT @DC2IM2BK: @IronStache @SpeakerRyan @BarackObama @realDonaldTrump First time he's been off his knees for trump all year.,6,None,269,411,0.25,0.3333333333333333
jaysones,14454084,2018-02-01 00:58:38,"RT @Pappiness: This was the vote on Russian Sanctions:

House: 419-3
Senate: 98-2

Today, Trump said he won't impose the sanctions despite...",62242,None,231,493,0.0,0.0
Arlene,408947952,2018-02-01 00:58:38,RT @blackvoices: Michelle Obama dishes to Ellen about Melania Trump's inauguration gift https://t.co/kV3EsHRJVi https://t.co/sUyhsFvZb2,321,None,498,426,0.0,0.0
J Voyageur,15229538,2018-02-01 00:58:38,RT @RawStory: Watchdog requests investigation of Paul Ryan for allowing Trump to use State of the Union feed for fundraising https://t.co/7...,283,None,1585,2853,0.0,0.0
Donna Bazemore,2279892463,2018-02-01 00:58:38,"RT @Chicago1Ray: ""The vision @Potus is laying out is inclusive and promote a stronger America  for all"" @SecretaryCarson 

DemocRATs as w...",338,None,921,2026,0.0,0.0
OneofMany,829602934530809858,2018-02-01 00:58:38,"@kom_uhn_sens It'll be interesting to see where things go from here, esp since Trump &amp; his evangelical supporters h... https://t.co/4JheUILZuj",0,None,510,1336,0.5,0.5
Rick,141250577,2018-02-01 00:58:38,"RT @EdKrassen: How's this for crowdsize?
Viewership of Trump's State of the Union Address trailed Obama's #SOTU by 8 million viewers!

8 MI...",491,SOTU,96,325,0.0,0.0
Bobbie Jean Thompson,51277217,2018-02-01 00:58:38,RT @seanhannity: BOOM https://t.co/4pZP4uCoVz,1069,None,82,187,0.0,0.0
Twitcher ❦,256184059,2018-02-01 00:58:38,@KrillPete Even the Moon likes Trump's SOTU address....,0,None,22551,18602,0.0,0.0
Devin,21626875,2018-02-01 00:58:38,Your father used Trump University to steal thousands of dollars from senior citizens and single mothers. https://t.co/TvhQzByM0w,0,None,6288,4993,-0.07142857142857142,0.21428571428571427
PMK,16311161,2018-02-01 00:58:38,"RT @mog7546: Shep Smith nails Devin Nunes: 

His FBI memo is just another 'ACT OF MASS DISTRACTION' to protect Trump

https://t.co/yR9LnKem...",10,None,2684,2685,0.0,0.0
Leana M. Kirkreit,329770454,2018-02-01 00:58:38,RT @TheLoyalO: Trump has exhaustively attacked the #Mueller probe w/both spurious &amp; deceitful arguments that fly in the face of the facts &amp;...,136,Mueller,287,716,0.8,0.9
James Vega,336642368,2018-02-01 00:58:38,"@FoxNews @Richardafowler @POTUS Read John 8:7 He that is without sin among you, let him first cast a stone! Trump d... https://t.co/sGa2NEa1ah",0,None,925,964,0.3125,0.3333333333333333
zachary kamin,52260291,2018-02-01 00:58:38,RT @JohnJamesMI: I'm fired up for President Trump's first State of the Union address! From tax relief for working families to the rollback...,465,None,32,78,0.3125,0.3333333333333333
Jason Marino,335704578,2018-02-01 00:58:38,RT @JProskowGlobal: Just in: First Lady Melania Trump traveled to the capitol building separately from President Trump -CNN,13,None,344,196,0.25,0.3333333333333333
Debi129🇺🇸RESIST🌊🐝,16444544,2018-02-01 00:58:38,RT @JoyAnnReid: Bottom line: the first half of Trump's #SOTU speech was pure pabulum: GOP family values boilerplate that the party traded i...,766,SOTU,8906,6901,0.0494047619047619,0.25
NOLA for Bernie,3229805928,2018-02-01 00:58:38,"RT @AlexCKaufman: Democrats, like Trump, completely ignored climate change in #SOTU speech. 

Only @SenSanders, an independent, raised it i...",330,SOTU,8395,9275,0.03333333333333333,0.5083333333333333
Jeffery Fetterhoff,936377513340674048,2018-02-01 00:58:38,"@KB805 @thepoliticalcat Nope... they only being us closer the next time. Hiral will help bring us a smart, prettier... https://t.co/5QTl4shhhd",0,None,126,161,0.07142857142857142,0.5476190476190476
Irlandia,20422158,2018-02-01 00:58:38,"RT @mviser: President Trump to FBI director Jim Comey (Jan 2017): ""I need loyalty, I expect loyalty.""

President Trump to acting FBI direct...",2799,None,5357,5879,0.05,0.2
Lavon 🌷🇺🇸🌷,1604659484,2018-02-01 00:58:38,"RT @Trey_VonDinkis: #MAGA #Winning #TheWorldLovesTrump

.
Aussie PM Applauds Trump Leadership, 
Says Economic Reforms Benefiting the World...",78,MAGA,3931,4998,0.35,0.475
Nichole,840440804514525185,2018-02-01 00:58:38,Thank God for that! Trump is truly FOR the people. https://t.co/RqEPkCyjXg,0,None,1053,2224,0.0,0.0
Nicholas Megna,3300642454,2018-02-01 00:58:38,Trump's Brown Shirts at work. https://t.co/sOyOa7yYuD,0,None,42,231,0.0,0.0
Ed💙CAFFREY #RepealCitizensUnited #BasicIncome TO,445996563,2018-02-01 00:58:38,"RT @thehill: Top Trump Energy official: My job is to ""advocate for the coal industry"" https://t.co/VSZURRo2Qh https://t.co/9yu2EOPvPF",6,None,8010,8261,0.5,0.5
berningman,4869905412,2018-02-01 00:58:38,"RT @SenSanders: If you missed Bernie's response to Trump's State of the Union last night, watch here now: https://t.co/QYX7kM9Wgu https://t...",840,None,6437,6814,0.0,0.06666666666666667
Stephen Buss,4780629722,2018-02-01 00:58:38,"RT @SheriffClarke: ""...a coming report from the DOJ's inspector general alleges McCabe abused his role in the FBI's investigations into Hil...",1250,None,1133,2431,0.05000000000000002,0.5
Janine Smetana,2553803780,2018-02-01 00:58:38,"RT @SenSanders: I know you might be shocked to hear this, but Trump got quite a number of things wrong last night in his State of the Union...",2425,None,33,146,-0.39999999999999997,0.5888888888888889
Catherine Crabill 🔥,85629721,2018-02-01 00:58:38,"RT @The_Trump_Train: POLL: Do you approve of President Trump's #SOTU speech? 

VOTE AND RETWEET TO REACH A LARGER SAMPLE! #StateOfOurUnion",4944,SOTU,791,802,0.0,0.5
kathleen Z Roeberg,2202404829,2018-02-01 00:58:37,RT @StopTrump2020: Let's have some fun and be creative! Post your response and RT! #airforceone #Trump https://t.co/520TRdTEQR,85,airforceone,394,245,0.540625,0.6
Colin Frake,4291725083,2018-02-01 00:58:37,RT @MarkDice: Nancy Pelosi played with her dentures again and didn't applauding when Trump called for unity between the two parties at #SOT...,1338,None,10,77,0.0,0.0
Agent Carter 💥,824773862512533504,2018-02-01 00:58:37,"RT @SenBobCasey: Donald Trump's presidency has been a series of broken promises to the middle class and workers, a fact which tonight's add...",362,None,12927,6744,-0.2,0.2
Scream,3018884124,2018-02-01 00:58:37,"RT @AdanSalazarWins: 'What is #MS13?': Google Searches for Gang Spike 4,600% During Trump #SOTU - https://t.co/en891orGAk #MSNBCisMS13",44,MS13,1667,2200,0.0,0.0
jack pegram,958827271506284548,2018-02-01 00:58:37,"RT @blaubok: ACLU complains President Trump said 'America' 80 times in his #SOTU2018 Speech

ACLU never complained when Obama said ""Me"" ""My...",28,SOTU2018,4,140,0.15,0.2
Steven Rahn🐸,100862693,2018-02-01 00:58:37,"RT @BlueSea1964:  One Report Claims Trump Has Even BIGGER Plans For Mueller!

Please Let This Be True!!!!

#ReleaseTheMemo
#AmericansAreDr...",132,ReleaseTheMemo,1739,1722,0.42724609375,0.575
Barbara,153235667,2018-02-01 00:58:37,"RT @politico: Trump, RNC legal bills top $5M in 2017
https://t.co/TfjpZUEZlV https://t.co/NMHJzNwLs4",87,None,340,107,0.35,0.35
"""Are you ready? Okay. Let's roll.""",1117612238,2018-02-01 00:58:37,RT @ShopFloorNAM: President Trump's #YearWon was a HUGE win for manufacturing workers. Tweet our industry's exciting news and stand with U....,527,YearWon,3650,3969,0.5000000000000001,0.7000000000000001
GOP Has Gone ROGUE,2218829299,2018-02-01 00:58:37,RT @KaivanShroff: RT if Donald Trump is the worst president in your lifetime #SOTU,5130,SOTU,854,3807,-1.0,1.0
♡Michelle♡,512078943,2018-02-01 00:58:37,can anyone tell me what trump would talk about next if all terrorist attacks were committed by white people instead of most of them?,0,None,616,335,0.16666666666666666,0.16666666666666666
C & R,835721659,2018-02-01 00:58:37,"RT @FrankLuntz: Tonight, I owe Donald Trump an apology.  Tonight, I was moved and inspired.  Tonight, I have hope and faith in America agai...",13956,None,1731,1714,0.0,0.0
AMERICANGIRL,892857321709330432,2018-02-01 00:58:37,"RT @The_Trump_Train: POLL: Do you approve of President Trump's #SOTU speech? 

VOTE AND RETWEET TO REACH A LARGER SAMPLE! #StateOfOurUnion",4944,SOTU,2433,2534,0.0,0.5
Matthew Bailey,834079823236562944,2018-02-01 00:58:37,RT @julieorth2: @MatthewIA03 @ChuckGrassley @SenJoniErnst @RepDavidYoung I would like to thank the Trump GOP for my bi-weekly pay increases...,1,None,366,378,0.0,0.0
Sheri Dorsey,826166179903385601,2018-02-01 00:58:37,RT @keithellison: Trump campaigned on a promise to end the offshoring of jobs. What he didn't mention in last night's State of the Union sp...,217,None,508,689,0.0,0.06666666666666667
Jean#ORPUW,883501254,2018-02-01 00:58:37,"RT @charliekirk11: Democrats reaction to the State of the Union shows they don't care about improving American's lives 

https://t.co/xMNEj...",565,None,2639,2394,0.0,0.0
